City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Amahai,ID,-3.3333,128.9167,78.58,84,20,1.95,few clouds
468,Kupang,ID,-10.1667,123.5833,75.78,88,20,4.61,few clouds
469,Jumla,NP,29.2747,82.1838,63.34,92,99,1.52,overcast clouds
470,Maldonado,UY,-34.6667,-54.9167,44.22,91,4,2.1,clear sky
471,Villa Maria,AR,-32.4075,-63.2402,47.82,60,0,6.2,clear sky
472,Bauchi,NG,10.5,10.0,69.82,97,100,5.7,light rain
473,Mishelevka,RU,52.8575,103.1719,56.88,98,100,8.75,moderate rain
474,Vangaindrano,MG,-23.35,47.6,65.21,89,85,5.08,overcast clouds
475,Cordoba,AR,-31.4135,-64.1811,60.76,37,0,1.01,clear sky
476,Mweka,CD,-4.85,21.5667,68.45,30,65,0.54,broken clouds
477,Huilong,CN,31.8111,121.655,86.04,90,0,6.78,clear sky
478,Egvekinot,RU,66.3167,-179.1667,43.16,62,61,1.45,broken clouds
479,Muncar,ID,-8.4333,114.3333,74.12,89,46,1.21,scattered clouds
480,Zaysan,KZ,47.4667,84.8667,64.53,38,0,7.29,clear sky
481,Pokhara,NP,28.2333,83.9833,71.33,93,58,2.01,light rain
482,Placido De Castro,BR,-10.3353,-67.1856,78.91,37,0,3.91,clear sky
483,Seymchan,RU,62.8833,152.4333,44.83,65,99,21.12,overcast clouds
484,Playas,EC,-2.6333,-80.3833,71.69,84,10,12.3,clear sky
485,Havelock,US,34.8791,-76.9013,75.18,94,90,4.61,thunderstorm with light rain
486,Bilibino,RU,68.0546,166.4372,45.28,51,76,8.05,broken clouds
487,Zhicheng,CN,30.2956,111.5047,80.53,78,0,3.78,light rain
488,Lambarene,GA,-0.7001,10.2406,75.78,79,100,5.32,overcast clouds
489,Medea,DZ,36.2642,2.7539,64.85,72,98,2.46,overcast clouds
490,Miyang,CN,24.4042,103.4428,62.62,90,0,4.03,clear sky
491,Tura,IN,25.5198,90.2201,73.45,98,90,3.4,light rain
492,Biloela,AU,-24.4167,150.5,67.95,71,0,5.41,clear sky
493,Omboue,GA,-1.5746,9.2618,75.43,79,99,8.61,overcast clouds
494,Luganville,VU,-15.5333,167.1667,75.25,56,42,8.34,scattered clouds
495,Alyangula,AU,-13.8483,136.4192,73.27,100,40,4.61,scattered clouds
496,Hare Bay,CA,48.8499,-54.0148,70.2,61,54,11.83,broken clouds
497,Wyndham,US,37.6985,-77.6125,82.85,77,75,1.01,broken clouds
498,Padang,ID,-0.9492,100.3543,75.25,91,98,5.57,light rain
499,Vaitape,PF,-16.5167,-151.75,77.59,68,31,14.38,scattered clouds
500,Lavrentiya,RU,65.5833,-171.0,41.67,84,100,15.82,overcast clouds
501,Cururupu,BR,-1.8283,-44.8683,74.62,79,69,1.74,broken clouds
502,Southbridge,US,42.0751,-72.0334,73.15,76,71,1.99,broken clouds
503,Santa Catalina,PH,9.3337,122.8637,82.06,84,98,9.55,overcast clouds
504,Jinzhou,CN,41.1078,121.1417,69.96,86,51,10.85,light rain
505,Nogliki,RU,51.8333,143.1667,56.68,82,100,5.48,overcast clouds
506,Okhotsk,RU,59.3833,143.3,62.69,50,0,5.95,clear sky
507,Tadine,NC,-21.55,167.8833,68.88,56,53,10.74,broken clouds
508,Venado Tuerto,AR,-33.7456,-61.9688,48.88,50,1,6.15,clear sky
509,Mogadishu,SO,2.0371,45.3438,75.6,85,68,17.58,light rain
510,Mindelo,CV,16.8901,-24.9804,76.55,78,75,17.27,broken clouds
511,Taonan,CN,45.3333,122.7833,65.59,82,100,9.17,heavy intensity rain
512,Dunedin,NZ,-45.8742,170.5036,49.8,76,98,18.01,overcast clouds
513,Auki,SB,-8.7676,160.7034,82.45,70,93,7.85,overcast clouds
514,Bengkulu,ID,-3.8004,102.2655,73.58,90,95,4.07,overcast clouds
515,Pangkalanbuun,ID,-2.6833,111.6167,72.99,97,74,1.52,broken clouds
516,Ballangen,NO,68.3428,16.8315,47.39,93,90,2.3,light rain
517,Genoa,IT,44.4129,8.9573,75.06,76,75,1.01,broken clouds
518,Lawrenceburg,US,38.0373,-84.8966,81.07,69,75,6.91,broken clouds
519,Wewak,PG,-3.5534,143.6268,79.54,84,19,6.17,few clouds
520,San Quintin,MX,30.4833,-115.95,77.56,58,9,15.32,clear sky
521,Bubaque,GW,11.2833,-15.8333,79.79,81,89,19.35,light rain
522,Inirida,CO,3.8653,-67.9239,72.57,97,58,2.66,broken clouds
523,Cahabon,GT,15.5667,-89.8167,87.1,78,64,2.95,broken clouds
524,Yaya,RU,56.206,86.44,55.76,92,83,1.43,broken clouds
525,Port-Cartier,CA,50.0334,-66.8654,63.93,71,94,3.02,overcast clouds
526,Tazovskiy,RU,67.4667,78.7,52.88,73,100,9.37,overcast clouds
527,Micheweni,TZ,-4.9667,39.8333,73.8,83,51,11.77,broken clouds
528,Chignahuapan,MX,19.8333,-98.0333,60.64,90,40,6.35,scattered clouds
529,Coahuayana,MX,18.7333,-103.6833,94.48,65,11,6.02,few clouds
530,North Bend,US,43.4065,-124.2243,80.24,86,1,17.27,clear sky
531,Kon Tum,VN,14.35,108.0,71.82,98,100,3.11,overcast clouds
532,Urumqi,CN,43.801,87.6005,65.35,42,0,8.95,clear sky
533,Sisimiut,GL,66.9395,-53.6735,53.08,64,0,4.68,clear sky
534,Sinop,TR,41.7711,34.8709,64.98,72,0,3.96,clear sky
535,Malkangiri,IN,18.35,81.9,75.45,89,95,2.62,overcast clouds
536,Mirandopolis,BR,-21.1336,-51.1017,61.54,51,78,8.41,broken clouds
537,Semey,KZ,50.4111,80.2275,61.02,55,0,2.24,clear sky
538,Trinidad,BO,-14.8333,-64.9,75.18,41,53,4.61,smoke
539,Kailua,US,21.4022,-157.7394,89.58,56,75,19.57,broken clouds
540,Ekibastuz,KZ,51.6667,75.3667,72.27,48,13,7.74,few clouds
541,Phalombe,MW,-15.8064,35.6507,56.53,70,0,3.13,clear sky
542,Vanimo,PG,-2.6741,141.3028,80.02,83,26,4.99,scattered clouds
543,Smidovich,RU,48.6,133.8167,65.35,72,100,11.45,overcast clouds
544,Oktyabrskiy,RU,54.4815,53.471,67.01,57,79,3.02,broken clouds
545,Araouane,ML,18.9048,-3.5265,95.32,33,2,9.82,clear sky
546,Lagoa,PT,39.05,-27.9833,71.85,95,37,15.39,scattered clouds
547,Tapes,BR,-30.6733,-51.3958,52.12,84,28,4.5,scattered clouds
548,Banda Aceh,ID,5.5577,95.3222,80.02,72,100,15.61,overcast clouds
549,Djenne,ML,13.9061,-4.5533,84.09,60,66,11.43,broken clouds
550,Cikampek,ID,-6.4197,107.4558,77.65,87,13,3.6,few clouds
551,Skibbereen,IE,51.55,-9.2667,57.0,84,93,7.16,overcast clouds
552,Gravdal,NO,68.1214,13.5031,47.82,77,88,11.74,overcast clouds
553,Envira,BR,-7.3,-70.2167,74.08,46,21,2.66,few clouds
554,Waingapu,ID,-9.6567,120.2641,76.21,79,31,7.61,scattered clouds
555,Harwich,GB,51.9419,1.2844,59.0,91,94,7.18,overcast clouds
556,Searcy,US,35.2506,-91.7363,86.22,61,1,8.05,clear sky
557,Mareeba,AU,-17.0,145.4333,73.49,80,46,4.27,scattered clouds
558,Urgut,UZ,39.4022,67.2431,71.22,32,2,4.85,clear sky
559,Homer,US,59.6425,-151.5483,74.08,77,1,12.66,clear sky
560,Xuddur,SO,4.1213,43.8894,69.91,78,62,17.63,broken clouds
561,Marystown,CA,47.1666,-55.1483,64.85,100,54,5.99,broken clouds
562,Borba,BR,-4.3878,-59.5939,80.73,46,30,2.1,scattered clouds
563,Diego De Almagro,CL,-26.3667,-70.05,64.38,29,0,4.07,clear sky
564,Little Chute,US,44.28,-88.3184,74.8,58,75,1.99,broken clouds
565,Fairbanks,US,64.8378,-147.7164,79.02,49,90,3.44,overcast clouds
566,Clarence Town,AU,-32.5833,151.7833,59.63,83,96,0.65,overcast clouds
567,Kishtwar,IN,33.3167,75.7667,65.07,89,42,0.6,scattered clouds
568,Marawi,PH,7.9986,124.2928,70.65,91,100,4.41,overcast clouds
569,Beloha,MG,-25.1667,45.05,65.21,58,0,7.4,clear sky
570,Ayan,RU,56.45,138.1667,58.19,82,98,22.28,overcast clouds
571,Cumana,VE,10.4635,-64.1775,93.29,83,21,3.85,few clouds
572,Great Falls,US,47.5002,-111.3008,97.92,15,1,8.05,clear sky
573,Razdolinsk,RU,58.4211,94.6658,54.93,85,12,1.54,few clouds
574,Nortelandia,BR,-14.4547,-56.8028,76.91,28,0,3.62,clear sky
575,Elk City,US,35.412,-99.4043,81.28,83,90,0.0,overcast clouds
576,Nizhniy Baskunchak,RU,48.2198,46.8311,83.12,42,1,6.22,clear sky
577,Tambun,ID,-6.2641,107.0712,79.47,83,40,0.0,haze
578,Poshekhonye,RU,58.4993,39.1353,60.64,97,71,5.41,broken clouds
579,Juegang,CN,32.3174,121.1855,81.99,90,0,6.6,light rain
580,Sault Sainte Marie,CA,46.5168,-84.3333,66.76,72,75,9.22,broken clouds
581,Yatou,CN,37.15,122.3833,76.53,79,0,1.92,clear sky
582,Alice Springs,AU,-23.7,133.8833,60.35,51,74,8.05,broken clouds
583,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.07,79,11,14.74,few clouds
584,Antsohihy,MG,-14.8796,47.9875,68.07,68,0,6.04,clear sky
585,Snina,SK,48.9886,22.151,68.25,99,49,3.83,scattered clouds
586,Puerto El Triunfo,SV,13.2833,-88.55,89.76,64,97,6.78,overcast clouds
587,Kasongo,CD,-4.45,26.6667,77.02,34,70,3.02,broken clouds
588,Bhuj,IN,23.2667,69.6667,80.19,82,100,19.55,overcast clouds
589,Kidal,ML,18.4411,1.4078,90.93,40,72,2.66,broken clouds
590,Srednekolymsk,RU,67.45,153.6833,40.53,64,100,10.54,overcast clouds
591,Umm Kaddadah,SD,13.6017,26.6876,81.73,61,16,19.69,few clouds
592,Durban,ZA,-29.8579,31.0292,64.02,42,44,10.25,scattered clouds
593,Klaksvik,FO,62.2266,-6.589,47.32,81,65,6.73,broken clouds
594,Sinnamary,GF,5.3833,-52.95,79.34,80,54,7.83,broken clouds
595,Preobrazheniye,RU,42.9019,133.9064,73.99,77,96,15.41,overcast clouds
596,Coos Bay,US,43.3665,-124.2179,100.85,86,1,17.27,clear sky
597,Tieli,CN,46.95,128.05,68.59,99,100,0.81,light rain
598,Strausberg,DE,52.5786,13.8874,62.65,88,71,6.38,broken clouds
599,Imbituba,BR,-28.24,-48.6703,62.49,91,92,10.38,overcast clouds
600,Marzuq,YE,14.4,46.4667,81.79,52,97,4.29,overcast clouds
601,Itapirapua,BR,-15.8233,-50.6133,78.51,31,29,6.6,scattered clouds
602,Ostersund,SE,63.1792,14.6357,46.62,81,28,9.22,scattered clouds
603,Arkadak,RU,51.9326,43.4978,70.32,69,26,3.96,scattered clouds
604,Kansk,RU,56.2017,95.7175,54.64,93,85,3.85,overcast clouds
605,Aksarka,RU,66.5606,67.7975,56.1,98,100,5.99,overcast clouds
606,Samarai,PG,-10.6167,150.6667,78.06,63,90,7.94,overcast clouds
607,Fukuma,JP,33.7667,130.4667,84.2,86,99,3.98,overcast clouds
608,Vestmanna,FO,62.1564,-7.1664,45.52,81,90,3.44,overcast clouds
609,Saint George,US,37.1041,-113.5841,98.64,26,1,8.99,clear sky
610,Bara,NG,10.3744,10.7288,73.2,95,100,4.0,light rain
611,Srandakan,ID,-7.9386,110.2506,75.07,87,48,6.6,scattered clouds
612,Hobyo,SO,5.3505,48.5268,77.14,79,7,22.48,clear sky
613,Beroroha,MG,-21.6667,45.1667,62.87,67,7,3.44,clear sky
614,Hashimoto,JP,34.3167,135.6167,84.74,74,89,1.81,overcast clouds
615,Arkhangelsk,RU,64.5401,40.5433,60.91,94,40,4.47,light rain
616,Turan,VN,16.0678,108.2208,86.05,62,75,0.0,light rain
617,Kelvington,CA,52.1667,-103.5343,85.66,19,87,8.66,overcast clouds
618,Tetouan,MA,35.5711,-5.3724,72.37,46,0,12.66,clear sky
619,Miracema Do Tocantins,BR,-9.5618,-48.3967,81.9,34,10,4.92,clear sky
620,Xuanhua,CN,40.6103,115.0447,66.07,72,25,3.22,scattered clouds
621,Mandalgovi,MN,45.7625,106.2708,64.76,44,100,10.49,overcast clouds
622,Patacamaya,BO,-17.2333,-67.9167,37.62,83,29,8.86,scattered clouds
623,San Cristobal,VE,7.7669,-72.225,77.18,97,81,5.93,broken clouds
624,Muscat,OM,23.6139,58.5922,102.22,54,100,6.58,overcast clouds
625,Kapuskasing,CA,49.4169,-82.4331,69.89,43,40,11.5,scattered clouds
626,Arica,CL,-18.475,-70.3042,61.03,77,90,6.91,overcast clouds
627,Chippewa Falls,US,44.9369,-91.3929,73.98,57,90,8.05,overcast clouds
628,Pakdasht,IR,35.4752,51.6807,78.8,24,97,10.07,overcast clouds
629,Denpasar,ID,-8.65,115.2167,78.46,94,75,11.5,broken clouds
630,Ipixuna,BR,-1.7625,-48.8043,82.35,72,63,3.71,broken clouds
631,Ketchikan,US,55.3422,-131.6461,70.27,64,1,8.05,clear sky
632,Williston,US,48.147,-103.618,93.58,24,35,1.01,scattered clouds
633,Kirovskiy,RU,45.0917,133.5136,76.91,65,6,5.41,clear sky
634,Constitucion,CL,-35.3333,-72.4167,54.05,68,0,8.61,clear sky
635,Pandegelang,ID,-6.31,106.1058,76.66,94,33,1.59,scattered clouds
636,Elizabeth City,US,36.2946,-76.2511,83.01,93,1,3.0,clear sky
637,Stephenville,US,32.2207,-98.2023,86.61,75,1,0.0,clear sky
638,Porto Novo,BJ,6.4965,2.6036,78.62,88,56,4.97,broken clouds
639,Morondava,MG,-20.2833,44.2833,67.62,80,5,3.27,clear sky
640,Alwar,IN,27.5667,76.6,79.54,85,93,2.71,overcast clouds
641,Lujan,AR,-34.5703,-59.105,53.04,68,0,3.91,clear sky
642,Caernarfon,GB,53.1413,-4.2702,56.62,65,14,3.44,haze
643,Balabac,PH,7.9868,117.0645,83.88,74,91,16.44,overcast clouds
644,Tautira,PF,-17.7333,-149.15,82.42,64,35,7.14,scattered clouds
645,Boende,CD,-0.2167,20.8667,72.79,77,100,2.82,overcast clouds
646,Kulhudhuffushi,MV,6.6221,73.07,82.78,76,99,14.2,overcast clouds
647,Bushehr,IR,28.9684,50.8385,94.78,41,0,6.76,clear sky
648,Buala,SB,-8.145,159.5921,78.55,87,98,7.45,moderate rain
649,Khash,IR,28.2211,61.2158,77.79,17,4,3.09,clear sky
650,Tursunzoda,TJ,38.5144,68.2333,79.68,28,0,4.92,clear sky
651,Turukhansk,RU,65.8167,87.9833,56.66,80,36,7.18,scattered clouds
652,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,scattered clouds
653,Takoradi,GH,4.8845,-1.7554,75.27,90,32,4.97,scattered clouds
654,Maumere,ID,-8.6199,122.2111,78.31,82,79,10.07,broken clouds
655,Sambava,MG,-14.2667,50.1667,68.41,87,96,8.3,overcast clouds
656,Pedernales,DO,18.0384,-71.744,86.36,63,89,11.7,overcast clouds
657,Edd,ER,13.9297,41.6925,90.03,67,100,6.89,overcast clouds
658,De-Kastri,RU,51.4667,140.7833,60.78,79,94,3.24,overcast clouds
659,Kattivakkam,IN,13.2167,80.3167,84.29,54,100,12.55,overcast clouds
660,Batemans Bay,AU,-35.7167,150.1833,54.1,87,11,3.83,few clouds
661,Saulkrasti,LV,57.2622,24.4147,60.8,78,100,3.96,overcast clouds
662,Voznesenye,RU,61.0106,35.4781,59.16,90,29,9.98,scattered clouds
663,Nikolayevka,RU,53.1257,47.2041,68.97,62,87,2.71,overcast clouds
664,Robat Karim,IR,35.4846,51.0829,78.66,50,75,9.22,broken clouds
665,Emerald,AU,-23.5333,148.1667,69.35,74,0,5.73,clear sky
666,Nambucca Heads,AU,-30.65,153.0,66.16,81,97,6.35,overcast clouds
667,Byron Bay,AU,-28.65,153.6167,71.55,83,56,11.7,broken clouds
668,Nizwa,OM,22.9333,57.5333,86.9,49,100,1.95,overcast clouds
669,Norman Wells,CA,65.282,-126.8329,91.44,19,20,3.44,smoke
670,Severnyy,RU,50.677,36.5532,75.24,60,0,2.24,clear sky
671,Olyka,UA,50.7186,25.8125,63.93,73,86,14.25,overcast clouds
672,Sitamarhi,IN,26.6,85.4833,78.82,95,100,11.7,overcast clouds
673,Korla,CN,41.7597,86.1469,74.71,18,100,6.2,overcast clouds
674,Los Arabos,CU,22.7281,-80.7214,84.16,67,58,10.16,broken clouds
675,Kalisz,PL,51.7611,18.091,57.72,95,98,5.97,overcast clouds
676,Oranjemund,NA,-28.55,16.4333,56.44,75,1,6.06,clear sky
677,Chabahar,IR,25.2919,60.643,82.99,84,46,5.06,scattered clouds
678,Igarka,RU,67.4667,86.5833,55.38,94,97,5.41,overcast clouds
679,Bambamarca,PE,-6.6833,-78.5333,60.57,79,64,5.99,broken clouds
680,Iracoubo,GF,5.4802,-53.2011,79.14,80,57,8.3,broken clouds
681,Le Port,RE,-20.9373,55.2919,67.96,66,14,8.48,few clouds
682,Uglegorsk,RU,49.0833,142.0333,64.76,67,40,3.27,scattered clouds
683,Gubkinskiy,RU,64.434,76.5026,56.03,69,99,11.92,overcast clouds
684,Jinchang,CN,38.4953,102.1739,73.36,37,79,3.22,broken clouds
685,Kerepehi,NZ,-37.3,175.5333,62.08,79,28,3.69,scattered clouds
686,Chicama,PE,-7.8447,-79.1469,63.14,74,5,7.43,clear sky
687,Tecoanapa,MX,16.5167,-98.75,86.58,67,57,9.06,broken clouds
688,Saint-Etienne,FR,45.4333,4.4,56.03,88,20,1.14,few clouds
689,Almenara,BR,-16.1836,-40.6944,65.1,68,100,3.51,overcast clouds
690,Panorama,GR,40.5878,23.0315,81.52,59,0,1.01,clear sky
691,Shaoxing,CN,30.011,120.5715,84.15,92,57,1.66,light rain
692,Belmonte,BR,-15.8631,-38.8828,66.7,68,91,14.7,overcast clouds
693,Azangaro,PE,-14.9167,-70.2167,43.63,62,74,6.8,broken clouds
694,Uribia,CO,11.7139,-72.266,88.29,54,8,21.94,clear sky
695,Vuktyl,RU,63.8567,57.3094,53.1,96,47,3.27,scattered clouds
696,Pemangkat,ID,1.1667,108.9667,78.89,86,98,7.81,overcast clouds
697,Assiniboia,CA,49.6334,-105.9845,93.11,14,47,5.75,scattered clouds
698,Catamarca,AR,-28.4696,-65.7852,56.05,35,0,7.58,clear sky
699,Jinka,ET,5.65,36.65,65.71,55,98,4.61,overcast clouds
